a_sum,ak_sum,predicted,observed_topsis
-0.2526881420436156,-0.14264542458204216,False,False
-0.22363393743305998,-0.11639282954511783,False,False
-0.18725728265799862,-0.0770892811540981,False,False
-0.8449216338433808,-0.6201638695840417,False,False
-0.20977293221236615,-0.10911671662980386,False,False
-0.1774929544135896,-0.07682632004579529,False,False
-0.2055255755642435,-0.10728263507300702,False,False
-0.20126652096787032,-0.10573603643037886,False,False
-0.18278656485481196,-0.08224634209205582,False,False
-0.2297206814645812,-0.11980750872232457,False,False
-0.22280675533632505,-0.11752396858630212,False,False
-0.21306634793486878,-0.11123206701305222,False,False
-0.2195103935776976,-0.11471340293562515,False,False
0.38682305009408624,0.45763320236708643,False,False
-0.18407839756152827,-0.08619798241083071,False,False
-0.20026384649425782,-0.10515133248756436,False,False
-0.1783362526456675,-0.07633065049642798,False,False
-0.20687976119715723,-0.10552843488102037,False,False
-0.1972944208193272,-0.09939757433013108,False,False
-0.2911177804435107,-0.18897820022062597,False,False
-0.2006430168405852,-0.10419166671514027,False,False
-0.20327885496261833,-0.10034881296597192,False,False
-0.21752967499505377,-0.1138842616374007,False,False
-0.2017989744374792,-0.10503059148808577,False,False
-0.21711399471294068,-0.11335723010179334,False,False
-0.20353998684846614,-0.1065046217007134,False,False
-0.21120383153177288,-0.11048729963745701,False,False
-0.22524502939040691,-0.11790660210854312,False,False
-0.2164062595442453,-0.11309361568462009,False,False
-0.2056914761315682,-0.10802848758260028,False,False
-0.18898611824249184,-0.09968797283249281,False,False
-0.19490032837289545,-0.10231995856720603,False,False
-0.2914432975381023,-0.18590908386453245,False,False
-0.2085124860921282,-0.10876812103858621,False,False
-0.1948366567566662,-0.09974907328278025,False,False
-0.14005805702731913,-0.036972676300023155,False,False
-0.19342664652222585,-0.10196527309325999,False,False
-0.19651862830745556,-0.10342819004067177,False,False
-0.22953941607261355,-0.11958163660236684,False,False
-0.23665244728570553,-0.1235837422388159,False,False
-0.20189833422760467,-0.10549626282581036,False,False
-0.23779877883645967,-0.12818568475010272,False,False
-0.2184945736036785,-0.11439667376073041,False,False
-0.7169437121933735,-0.4714350820642667,False,False
-0.20842965822890436,-0.10837095181259397,False,False
-0.20857520003795205,-0.10825021610339507,False,False
-0.2085108397745351,-0.10922565072532342,False,False
-0.24462176191483848,-0.1276228827606245,False,False
0.11187121694552535,0.1381920377951797,False,False
-0.20442194080672704,-0.10665487015328574,False,False
-0.21608853396810598,-0.11084017611099678,False,False
0.2562914114060629,0.2596108097129783,False,False
-0.1862213053569559,-0.08906356608388194,False,False
-0.1037032643729618,-0.026194363267227065,False,True
-0.20674718979325324,-0.10743951996120518,False,False
0.29321598224903594,0.2863644028872805,False,False
-0.19427478953760877,-0.10199785501146091,False,False
-0.8581290386917115,-0.6998250671781989,False,False
-0.21280875837453328,-0.11118698382355717,False,False
-0.2027874793021155,-0.10329150544803942,False,False
-0.14257764220953487,-0.06287692144139652,False,False
-0.21161540068792978,-0.11088798293780262,False,False
-0.2093300255113786,-0.10893086246485185,False,False
-0.044406594014436876,0.053176487146424624,True,True
-0.2160357616781659,-0.11299294938350245,False,False
-0.5594389182749459,-0.36736897644146466,False,False
-0.47610942275859064,-0.34868336318599363,False,False
-0.2248822339210056,-0.11750079312594094,False,False
-0.21662835874266617,-0.1131721084343727,False,False
-0.18251041162877613,-0.09348766225227063,False,False
-0.20641248704714088,-0.10751974722690692,False,False
-0.12823520272555616,-0.04793415720356421,False,False
-0.19192419630132374,-0.10048582538667618,False,False
-0.16582664481405712,-0.06388852525521704,False,False
-0.20152568829706144,-0.09997589888635183,False,False
-0.20749398167549077,-0.10831633501259172,False,False
-0.22668739085421788,-0.11840006888109257,False,False
-0.20006120085884604,-0.1042301237588335,False,False
-0.2130655182156819,-0.11148465661591121,False,False
-0.19843346162278735,-0.09558812056703117,False,False
-0.22473471661697142,-0.11751775430297513,False,False
-0.25544071753407,-0.14440015602013892,False,False
-0.18817152273851764,-0.09810890518372065,False,False
-0.22511564871203224,-0.1129403221493529,False,False
-0.2215050052980158,-0.11521414551775627,False,False
-0.37690596123286635,-0.25614516207124194,False,False
-0.20488649357292354,-0.10790960109775012,False,False
-0.032976505740315805,0.04499316606080551,True,True
-0.22085263081292175,-0.1155652803406701,False,False
-0.22075141654653307,-0.11523968513511038,False,False
-0.18528766962254112,-0.08215720296603414,False,False
-0.20867457826977126,-0.10925072976018123,False,False
-0.3029481274672659,-0.19934201109595068,False,False
-0.18115648703941153,-0.08523656707328785,False,False
-0.33172415304678865,-0.20816912022737386,False,False
-0.19569975852019644,-0.10288963064139049,False,False
-0.24138991623341946,-0.12576225365817595,False,False
-0.2160768471714211,-0.113329582172329,False,False
-0.2110252900755521,-0.10988261665493373,False,False
-0.2113697363545797,-0.10832663581802701,False,False
-0.2077845091147414,-0.10916967524952971,False,False
-0.20984056120070813,-0.10990585976882253,False,False
-0.19338114673252363,-0.09999308357918057,False,False
-0.20458703106014803,-0.1070006736319762,False,False
-0.21751793947428613,-0.11381816052100265,False,False
-0.3135714157075537,-0.2111890871924476,False,False
-0.11939868987908728,-0.02819210274161769,False,True
-0.1913784126735372,-0.1004737716897072,False,False
-0.2052368876298308,-0.10784633370306496,False,False
-0.21174105399058404,-0.11051540197956343,False,False
-0.20113268305358076,-0.10304275445533895,False,False
-0.14944483907616152,-0.04060271648240507,False,False
