n_alt,n_crit,kappa_max,kappa_min,nu,log_nu,delta_w,tau_wsm,rho_wsm,identical_wsm,tau_topsis,rho_topsis,identical_topsis,tau_topsis_minmax,rho_topsis_minmax,identical_topsis_minmax
8,3,0.6046302869454087,0.23091784666156914,2.6183783353433494,0.4180323989300425,0.21183684860842183,0.7857142857142857,0.8571428571428572,False,0.7857142857142857,0.8571428571428572,False,1.0,1.0,True
4,3,0.7487474699209381,0.2856455108747578,2.6212471101868906,0.4185079646825261,0.04295075025993254,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True
4,5,0.17743173414538088,0.0202620062846915,8.756868971592343,0.9423488514388464,0.14357016662354893,0.6666666666666666,0.8,False,0.6666666666666666,0.8,False,1.0,1.0,True
10,3,0.43413372868157485,0.3598129428392503,1.2065539534366374,0.0815467470122366,0.03252261600189862,0.9111111111111111,0.9636363636363636,False,0.9555555555555556,0.9878787878787879,False,0.9111111111111111,0.9636363636363636,False
4,3,0.08223347403707912,0.02858890453602867,2.876412208469527,0.4588511233783501,0.21942707696060695,1.0,1.0,True,1.0,1.0,True,0.6666666666666666,0.8,False
8,5,0.8253927402265312,0.18422598197439477,4.480327537821298,0.6513097645938375,0.08138663299234603,0.8571428571428571,0.9523809523809523,False,0.6428571428571429,0.7857142857142857,False,0.8571428571428571,0.9523809523809523,False
8,5,0.43222952521144903,0.005382844061908625,80.29761222135299,1.904702631025771,0.4512421705578226,0.21428571428571427,0.30952380952380953,False,0.07142857142857142,0.16666666666666663,False,0.8571428571428571,0.9285714285714286,False
8,4,0.1619460859060229,0.009316019188369327,17.383614461724427,1.2401400815244814,0.4395792102292723,0.42857142857142855,0.6190476190476191,False,0.2857142857142857,0.4285714285714286,False,0.7857142857142857,0.9047619047619048,False
8,4,0.4016711022099067,0.04599975055324068,8.732027834287397,0.9411151114001521,0.30757052296958165,0.42857142857142855,0.5952380952380952,False,0.5714285714285714,0.7619047619047619,False,1.0,1.0,True
5,5,0.5682824729848398,0.05467557448268841,10.393717457040674,1.0167709067800914,0.28631931892683116,0.8,0.9,False,0.8,0.9,False,1.0,1.0,True
8,5,0.4738428599815444,0.0397419181384057,11.922999245265677,1.0763855164633847,0.42528266180483854,0.35714285714285715,0.40476190476190477,False,0.2857142857142857,0.3571428571428571,False,0.9285714285714286,0.9761904761904762,False
6,3,0.5008543449959115,0.22759579323688794,2.2006309425605592,0.3425472151800758,0.13128505870755755,0.6,0.7714285714285715,False,0.7333333333333333,0.8285714285714285,False,0.8666666666666667,0.9428571428571428,False
4,5,0.9459649626782729,0.3913343072890315,2.4172809412725096,0.383327127922718,0.13785911935545625,0.3333333333333333,0.4,False,0.3333333333333333,0.4,False,1.0,1.0,True
5,5,0.40250436674767676,0.1279131426923102,3.1467006303858684,0.49785542713441217,0.13299802411759484,1.0,1.0,True,0.6,0.7,False,0.2,0.30000000000000004,False
10,4,0.7450201239842211,0.024863313742726777,29.964635111126167,1.4766089935229334,0.28091678116858676,0.7333333333333333,0.8787878787878788,False,0.6888888888888889,0.8666666666666667,False,0.9555555555555556,0.9878787878787879,False
