R1,R2,norm1,norm2,kappa1,kappa2,w_imp1,w_imp2,nu,delta_w,a_AB_1,a_AB_2,sum_a_AB,sum_ka_AB,warnings
0.019,0.20000000000000007,0.020639767440550294,1.392838827718412,0.9205530079118674,0.14359163172354766,0.8650638020666596,0.1349361979333405,6.410909861963115,0.36506380206665956,0.39473684210526316,-0.5,-0.10526315789473684,0.2915803714718581,"[(0, 1)]"
